"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x983891193615413248","x1201588809751814151",2019-12-02 19:47:51,"GarretLA_","Day 2 of 25 days of hell: The depression is slowly settling in. I had a panic attack before bed last night causing myself to faint my way into slumber. I love the holidays.","Twitter for iPhone",172,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GarretLA_/status/1201588809751814151","@garretla","Los Angeles, CA","",,FALSE,17,17,0,149,46,2018-04-11 02:15:15,FALSE,,,,"https://pbs.twimg.com/profile_banners/983891193615413248/1572560883",,"http://pbs.twimg.com/profile_images/1187916532220776449/kfH7L-6R_normal.jpg"
"x1166175285802225664","x1201588794761371648",2019-12-02 19:47:47,"bils_vegan","@minecraftbil they find my disinterest interesting my depression a funny thing my decline is relatable people love that i hate myself people love that i hate myself people love that i hate myself","Twitter for iPhone",181,"x1201587727512297472","x1056094944312602624","minecraftbil",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1056094944312602624","minecraftbil","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bils_vegan/status/1201588794761371648","mia’s married to ally","California, USA","you know i’m not your friend without some greenery// lub u @BlTEMYGLASS// STREAM EIW",,FALSE,181,126,6,2244,19968,2019-08-27 02:28:09,FALSE,,,,"https://pbs.twimg.com/profile_banners/1166175285802225664/1574982022",,"http://pbs.twimg.com/profile_images/1200178849230704641/r2GBmlmR_normal.jpg"
"x2317766706","x1201588778126782465",2019-12-02 19:47:43,"wlcarp1","@AyeHolliday I as well — I have anger, anxiety &amp; depression issues after poor Razorback performances! 🤔😠😳😢🐗🏈","Twitter for iPhone",99,"x1201566983780798465","x261050530","AyeHolliday",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x261050530","AyeHolliday","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/248b860c847eee13.json","Sherwood","Sherwood, AR","city","United States","US","NA NA","NA NA","-92.247306 -92.1609078 -92.1609078 -92.247306 34.7995898 34.7995898 34.883685 34.883685","https://twitter.com/wlcarp1/status/1201588778126782465","Bill Carpenter","                      Arkansas","Traditional Catholic. USAF/ANG Vet. 20th century liberal--21st century conservative. Love God, family & country. Like all sports, Hogs, photography & travel.",,FALSE,4596,4521,191,63032,51735,2014-01-29 20:40:23,FALSE,,,,"https://pbs.twimg.com/profile_banners/2317766706/1455473357","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/881461286994890752/Wh6hbCGU_normal.jpg"
"x1196845760656089090","x1201588756714852360",2019-12-02 19:47:38,"ChristiansRomy","God saved me from depression. I’m so thankful. The words of Jesus are words of true hope. Never forget to share the Gospel.💕","Twitter Web App",124,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ChristiansRomy/status/1201588756714852360","RomyChristians","","Love never gives up, never loses faith, is always hopeful, and endures through every circumstance. 1 Corinthians13:7 Be the light Jesus has put in you.  †",,FALSE,44,72,0,159,102,2019-11-19 17:41:04,FALSE,,,,"https://pbs.twimg.com/profile_banners/1196845760656089090/1574195392",,"http://pbs.twimg.com/profile_images/1196848135001260035/1JIRrBsQ_normal.jpg"
"x1105975899915075584","x1201588755938922498",2019-12-02 19:47:38,"chittynottitty","@oopsitsluh From one depressed person to another, i can tell you, wallowing in it does not cure depression whatsoever.. But it does feel gawtdamn right to do so https://t.co/o9g0pBR9hI","Twitter for iPhone",148,"x1201587245003812864","x1162246443307900929","oopsitsluh",FALSE,FALSE,0,0,,,,,,,,"http://pbs.twimg.com/tweet_video_thumb/EKzmmccWsAQili7.jpg","https://t.co/o9g0pBR9hI","https://twitter.com/chittynottitty/status/1201588755938922498/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/EKzmmccWsAQili7.jpg","https://t.co/o9g0pBR9hI","https://twitter.com/chittynottitty/status/1201588755938922498/photo/1",,"x1162246443307900929","oopsitsluh","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chittynottitty/status/1201588755938922498","Sleepy Dog","Los Angeles, CA","just another raver finding his place in the world.",,FALSE,34,51,0,126,555,2019-03-13 23:36:17,FALSE,,,,"https://pbs.twimg.com/profile_banners/1105975899915075584/1571795783",,"http://pbs.twimg.com/profile_images/1181981547194269696/Y5vNJVJ7_normal.jpg"
"x2808975485","x1201588675047505921",2019-12-02 19:47:19,"WhereIsThisGuy","Will I be able to snap away my anxiety, depression, and sadness with this? https://t.co/ZNuwKMBS0x","Twitter for Android",74,,,,TRUE,FALSE,0,0,,,,,"twitter.com/IGN/status/120…","https://t.co/ZNuwKMBS0x","https://twitter.com/IGN/status/1201588359556206595",,,,,,,,,,,"en","x1201588359556206595","Avengers: Endgame's Iron Man Infinity Gauntlet toy is now only $40: less than half its normal price.
https://t.co/r7JjzMJAcw https://t.co/Xq81jrpRSG",2019-12-02 19:46:04,"Spredfast",43,10,"x18927441","IGN","IGN",7250227,931,123858,"","We're all about video games, movies, TV, and comics!",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WhereIsThisGuy/status/1201588675047505921","Sadman","","Empty your mind. Be formless, shapeless, like water. Water can crash or it can flow. Be water my friend. -Bruce Lee",,FALSE,154,191,0,9009,6992,2014-10-05 20:02:12,FALSE,,,,"https://pbs.twimg.com/profile_banners/2808975485/1464926907","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1177850646998859777/baxI67FZ_normal.jpg"
"x60354868","x1201588655707623426",2019-12-02 19:47:14,"_NotThatChey","Can’t wait to go home and take a nice depression nap","Twitter for iPhone",52,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_NotThatChey/status/1201588655707623426","Cheyenne 😈","","23 🍺 •  MD 🦀 • 👻 ispeakcunt • Miguel ❤️",,FALSE,770,753,4,31337,47546,2009-07-26 17:48:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/60354868/1550431299","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1199722193535541250/hNiEQwgF_normal.jpg"
"x636644096","x1201588628029366272",2019-12-02 19:47:08,"Emily_N_98","I suddenly feel ugly af goodnight y’all it depression nap time ✌️","Twitter for iPhone",65,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Emily_N_98/status/1201588628029366272","✩Sailor Venus✩","Cancer 🔆, Taurus 🌙, Aries ⬆️","✨ a senior in college who's to busy trying to be punk rock and eating french fries to get her life together✨",,FALSE,126,444,1,2238,2343,2012-07-16 02:49:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/636644096/1575043359","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1200444353652707328/b1vxNsp6_normal.jpg"
"x78712538","x1201588626888544258",2019-12-02 19:47:07,"CuppaKayTea","There’s something about any form of precipitation that makes me not want to work and just crawl back into bed and snuggle and watch movies

It’s either that or the depression, it’s really hard to say","Twitter for iPhone",199,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CuppaKayTea/status/1201588626888544258","🍂katie🍁","","I was the world’s okayest library student doing her best. Now I am doing things and am a semi-professional (she/her pronouns)",,FALSE,145,311,3,10803,26922,2009-09-30 21:26:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/78712538/1471641930","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/1133878400828026882/zWDTX85h_normal.jpg"
"x939623659613884417","x1201588575130832897",2019-12-02 19:46:55,"_Sadghostclub_","Update: Took another depression nap just to make sure...

I want a refund.","Twitter for Android",74,"x1201549568481071105","x939623659613884417","_Sadghostclub_",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_Sadghostclub_/status/1201588575130832897","Sam 🔪","","professional sad bitch
 
Leo☀️ Scorpio🌙",,FALSE,41,134,0,2193,43050,2017-12-09 22:31:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/939623659613884417/1570071693","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1200221646147268609/aWqTp_yQ_normal.jpg"
